"STATION","NAME","DATE","ACMC","ACMH","ACSC","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-13",,,,,"10.29"," 0823"," 0822","0.36",,"0.0","0.0","41","50","31",,,"  310","  300",,"0.0",,"25.1","31.1",,"    1",,,,,,,,,,"    1","    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-14",,,,,"7.61"," 0245"," 0907","0.00",,"0.0","0.0","42","56","27",,,"   40","  110",,"0.0",,"17.9","21.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-15",,,,,"2.68"," 1719"," 1627","0.00",,"0.0","0.0","51","66","35",,,"  160","  160",,"0.0",,"12.1","14.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-16",,,,,"1.79"," 1558"," 1557","0.00",,"0.0","0.0","57","73","40",,,"  110","  130",,"0.0",,"8.9","12.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,"    1",,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-17",,,,,"6.04"," 1139"," 1525","0.00",,"0.0","0.0","60","71","49",,,"   90","   90",,"0.0",,"14.1","16.1",,"    1",,,,,,,,,,,"    1",,,,,,,"    1",,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-18",,,,,"10.07"," 1914"," 1913","0.00",,"0.0","0.0","65","72","58",,,"   80","   60",,"0.0",,"17.9","23.0",,,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-19",,,,,"12.97"," 1031"," 1031","0.50",,"0.0","0.0","62","70","53",,,"  140","  140",,"0.0",,"31.1","38.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-20",,,,,"10.07"," 1706"," 1708","0.01",,"0.0","0.0","60","69","51",,,"  160","  150",,"0.0",,"28.0","32.0",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-21",,,,,"8.05"," 1645"," 1644","0.31",,"0.0","0.0","48","54","42",,,"  290","  290",,"0.0",,"21.0","23.9",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-22",,,,,"8.50"," 1043"," 1220","0.00",,"0.0","0.0","47","58","35",,,"  280","  280",,"0.0",,"25.1","31.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-23",,,,,"3.80"," 1540"," 1539","0.00",,"0.0","0.0","52","65","39",,,"  290","  270",,"0.0",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-24",,,,,"7.83"," 1619"," 1306","0.00",,"0.0","0.0","58","73","42",,,"  200","  210",,"0.0",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-25",,,,,"10.74"," 1649"," 1649","0.25",,"0.0","0.0","60","73","46",,,"  290","  290",,"0.0",,"33.1","36.9",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-26",,,,,"5.37"," 1738"," 1738","0.05",,"0.0","0.0","51","61","40",,,"  280","  270",,"0.0",,"13.0","15.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-27",,,,,"9.62"," 1228"," 1246","0.00",,"0.0","0.0","53","68","38",,,"  120","  140",,"0.0",,"23.0","28.0",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-28",,,,,"17.00"," 1203"," 1747","0.15",,"0.0","0.0","60","73","47",,,"  170","  190",,"0.0",,"28.0","34.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-29",,,,,"10.74"," 1954"," 1408","0.53",,"0.0","0.0","40","47","33",,,"  300","  290",,"0.0",,"21.0","25.9",,"    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-30",,,,,"11.41"," 0854"," 1750","0.00",,"0.0","0.0","35","41","29",,,"   10","  340",,"0.0",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-03-31",,,,,"9.40"," 1309"," 1241","0.00",,"0.0","0.0","40","52","27",,,"  280","  310",,"0.0",,"25.1","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-01",,,,,"14.99"," 1050"," 1118","0.00",,"0.0","0.0","61","75","47","    0",,"  250","  220",,"0.0",,"23.9","31.1",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-02",,,,,"12.53"," 1632"," 1754","0.00",,"0.0","0.0","64","72","55",,,"  190","  210",,"0.0",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-03",,,,,"10.96"," 1420"," 1314","0.00",,"0.0","0.0","66","74","57",,,"  190","  200",,"0.0",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-04",,,,,"12.08"," 1642"," 1642","0.00",,"0.0","0.0","68","74","61","    0",,"  220","  220",,"0.0",,"21.9","30.0",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-05",,,,,"14.09"," 0439"," 0441","0.28",,"0.0","0.0","51","68","34","    0",,"  290","  280",,"0.0",,"29.1","33.1",,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-06",,,,,"14.32"," 0800"," 0756","0.00",,"0.0","0.0","38","44","32",,,"   70","   60",,"0.0",,"23.0","28.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-07",,,,,"7.83"," 0312"," 0311","0.27",,"0.0","0.0","47","54","40",,,"   90","   90",,"0.0",,"17.0","19.9",,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-08",,,,,"10.29"," 2245"," 2244","0.03",,"0.0","0.0","42","46","37",,,"   30","   40",,"0.0",,"21.0","25.9",,"    1","    1",,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-09",,,,,"17.45"," 2019"," 2015","0.10",,"0.0","0.0","38","41","34",,,"   40","   40",,"0.0",,"25.9","32.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-10",,,,,"16.55"," 1714"," 1612","0.00",,"0.0","0.0","46","56","35",,,"   20","   10",,"0.0",,"25.1","31.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-11",,,,,"8.05"," 1437"," 1436","0.00",,"0.0","0.0","49","65","33","    0",,"  340","  360",,"0.0",,"17.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-12",,,,,"8.95"," 1703"," 1652","0.00",,"0.0","0.0","53","67","38","    0",,"  360","  360",,"0.0",,"17.0","21.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-13",,,,,"5.37"," 0220"," 0024","0.00",,"0.0","0.0","53","64","41","    0",,"   60","   60",,"0.0",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-14",,,,,"5.14"," 1645"," 1440","0.00",,"0.0","0.0","61","76","45",,,"  200","  190",,"0.0",,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-15",,,,,"9.62"," 1317"," 1317","0.00",,"0.0","0.0","68","81","55",,,"  240","  220",,"0.0",,"23.9","34.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-16",,,,,"8.28"," 1457"," 1352","0.00",,"0.0","0.0","66","78","54","    0",,"  180","  200",,"0.0",,"21.0","29.1",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-17",,,,,"11.41"," 1403"," 1402","0.15",,"0.0","0.0","60","66","54",,,"  140","  150",,"0.0",,"28.0","34.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-18",,,,,"5.14"," 1523"," 1503","0.00",,"0.0","0.0","59","65","53",,,"  180","  190",,"0.0",,"12.1","14.1",,"    1","    1",,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-19",,,,,"8.72"," 1509"," 1451","0.00",,"0.0","0.0","64","77","51",,,"  170","  170",,"0.0",,"17.9","23.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-20",,,,,"10.29"," 1913"," 1023","0.89",,"0.0","0.0","67","75","58",,,"  310","  230",,"0.0",,"21.9","29.1",,"    1",,"    1",,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-21",,,,,"9.62"," 1943"," 1940","0.01",,"0.0","0.0","53","59","47",,,"  290","  280",,"0.0",,"21.9","25.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-22",,,,,"9.40"," 1206"," 1254","0.02",,"0.0","0.0","45","50","40",,,"  300","  300",,"0.0",,"21.9","25.1",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-23",,,,,"3.58"," 1259"," 0751","0.00",,"0.0","0.0","47","62","31",,,"   10","   10",,"0.0",,"10.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-24",,,,,"9.40"," 0654"," 0756","0.00",,"0.0","0.0","52","62","41",,,"  130","  120",,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-25",,,,,"11.18"," 1554"," 2344","0.12",,"0.0","0.0","54","56","52",,,"   30","   40",,"0.0",,"17.9","21.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-26",,,,,"12.30"," 1236"," 0128","0.00",,"0.0","0.0","57","67","47",,,"   20","   40",,"0.0",,"21.9","28.0",,,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-27",,,,,"3.13"," 0831"," 1135","0.00",,"0.0","0.0","55","71","39",,,"  140","  140",,"0.0",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-28",,,,,"5.82"," 1938"," 2323","0.04",,"0.0","0.0","59","77","40",,,"  260","  280",,"0.0",,"16.1","21.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-29",,,,,"3.13"," 0849"," 1134","0.00",,"0.0","0.0","67","76","57",,,"   60","  100",,"0.0",,"8.9","12.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-04-30",,,,,"5.59"," 1355"," 1358","0.00",,"0.0","0.0","68","78","57",,,"  170","  160",,"0.0",,"15.0","17.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-01",,,,,"7.83"," 1743"," 1742","0.19",,"0.0","0.0","70","81","58","    0",,"  250","  240",,"0.0",,"25.9","40.0",,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,"    1",,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-02",,,,,"6.04"," 1422"," 1422","0.40",,"0.0","0.0","62","71","53","    0",,"  290","  290",,"0.0",,"34.9","38.9",,"    1","    1","    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-03",,,,,"9.40"," 1944"," 1956","0.00",,"0.0","0.0","53","59","47","    0",,"   20","   20",,"0.0",,"16.1","21.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-04",,,,,"10.07"," 2359"," 2359","0.59",,"0.0","0.0","51","61","41",,,"  100","   90",,"0.0",,"23.9","31.1",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-05",,,,,"11.41"," 0252"," 0252","1.40",,"0.0","0.0","67","79","54",,,"  140","  140",,"0.0",,"31.1","38.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-06",,,,,"6.26"," 0542"," 0541","0.00",,"0.0","0.0","71","77","64",,,"  220","  220",,"0.0",,"15.0","19.9",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-07",,,,,"6.71"," 0440"," 0440","0.13",,"0.0","0.0","67","72","61",,,"  180","  180",,"0.0",,"19.9","23.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-08",,,,,"5.37"," 0824"," 0820","0.08",,"0.0","0.0","66","73","59",,,"  290","  310",,"0.0",,"14.1","17.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-09",,,,,"9.17"," 0549"," 0630","0.06",,"0.0","0.0","71","80","62",,,"  200","  190",,"0.0",,"17.9","25.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-10",,,,,"8.05"," 0444"," 0444","2.51",,"0.0","0.0","69","75","63",,,"  190","  200",,"0.0",,"17.0","21.9",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-11",,,,,"16.33"," 1625"," 1624","0.18",,"0.0","0.0","65","74","56",,,"  270","  270",,"0.0",,"32.0","38.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-12",,,,,"18.34"," 1254"," 1253","0.00",,"0.0","0.0","59","65","52",,,"  290","  300",,"0.0",,"33.1","38.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-13",,,,,"9.40"," 1143"," 1204","0.00",,"0.0","0.0","58","71","45",,,"  280","  310",,"0.0",,"25.1","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-14",,,,,"4.70"," 1847"," 1845","0.02",,"0.0","0.0","60","73","46",,,"  190","  190",,"0.0",,"15.0","19.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-15",,,,,"6.93"," 0004"," 0003","0.05",,"0.0","0.0","62","70","54",,,"  320","  320",,"0.0",,"21.9","25.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-16",,,,,"5.82"," 2247"," 2246","0.00",,"0.0","0.0","63","74","52",,,"   90","   90",,"0.0",,"13.0","15.0",,"    1","    1",,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-17",,,,,"9.62"," 2102"," 2101","0.44",,"0.0","0.0","63","66","60",,,"  110","  110",,"0.0",,"17.9","23.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-18",,,,,"10.96"," 2300"," 2026","0.01",,"0.0","0.0","66","70","62",,,"   90","   90",,"0.0",,"17.0","21.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-19",,,,,"7.16"," 0017"," 0016","0.00",,"0.0","0.0","69","77","61",,,"   80","   80",,"0.0",,"16.1","19.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-20",,,,,"8.72"," 2143"," 2143","0.31",,"0.0","0.0","62","70","53",,,"   10","   10",,"0.0",,"21.9","25.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-21",,,,,"11.41"," 0700"," 0816","0.00",,"0.0","0.0","59","65","52",,,"   40","   70",,"0.0",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-22",,,,,"7.83"," 1355"," 1354","0.00",,"0.0","0.0","59","68","50",,,"   30","   10",,"0.0",,"14.1","17.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-23",,,,,"7.16"," 1714"," 1805","0.00",,"0.0","0.0","59","69","49",,,"  330","  360",,"0.0",,"15.0","19.9",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-24",,,,,"6.49"," 1317"," 1511","0.00",,"0.0","0.0","55","69","40",,,"  280","  280",,"0.0",,"19.9","23.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-25",,,,,"2.91"," 1718"," 0843","0.18",,"0.0","0.0","57","62","51",,,"  200","  340",,"0.0",,"8.1","13.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-26",,,,,"2.24"," 1205"," 1259","0.00",,"0.0","0.0","58","66","49",,,"   70","   70",,"0.0",,"8.9","12.1",,"    1","    1",,,,,,"    1",,,,"    1",,,,,,,"    1",,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-27",,,,,"5.59"," 2248"," 2247","0.09",,"0.0","0.0","61","71","51",,,"   40","   30",,"0.0",,"17.9","21.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,"    1",,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-28",,,,,"5.59"," 1703"," 1702","0.50",,"0.0","0.0","63","74","51",,,"  270","  280",,"0.0",,"38.9","51.0",,"    1","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-29",,,,,"8.72"," 1705"," 1651","0.03",,"0.0","0.0","62","70","54",,,"  290","  300",,"0.0",,"19.9","23.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-30",,,,,"5.82"," 2359"," 2359","0.00",,"0.0","0.0","58","69","47",,,"  180","  180",,"0.0",,"14.1","16.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,"    1",,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-05-31",,,,,"12.08"," 1039"," 1039","0.12",,"0.0","0.0","59","65","52",,,"  300","  300",,"0.0",,"25.1","31.1",,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-01",,,,,"7.38"," 0834"," 0843","0.00",,"0.0","0.0","55","65","45",,,"   40","   30",,"0.0",,"17.9","21.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-02",,,,,"8.28"," 2319"," 1315","0.00",,"0.0","0.0","57","67","47",,,"   90","  110",,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-03",,,,,"8.05"," 0502"," 0241","0.55",,"0.0","0.0","57","60","53",,,"   80","  100",,"0.0",,"19.9","23.9",,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-04",,,,,"7.16"," 1439"," 1522","0.01",,"0.0","0.0","58","61","54",,,"  290","  280",,"0.0",,"16.1","17.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-05",,,,,"9.17"," 1210"," 1311","0.00",,"0.0","0.0","59","71","47",,,"  280","  310",,"0.0",,"25.1","30.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-06",,,,,"6.04"," 1359"," 1353","0.08",,"0.0","0.0","62","76","48",,,"  140","  120",,"0.0",,"17.9","23.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-07",,,,,"3.80"," 1258"," 1210","0.00",,"0.0","0.0","69","76","61",,,"   50","   30",,"0.0",,"8.9","16.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-08",,,,,"8.05"," 1325"," 1324","0.27",,"0.0","0.0","67","76","58",,,"  290","  290",,"0.0",,"40.9","48.1",,"    1",,"    1",,,,,"    1",,,"    1","    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-09",,,,,"8.50"," 1412"," 1352","0.00",,"0.0","0.0","68","78","58",,,"  270","  280",,"0.0",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-10",,,,,"10.29"," 1221"," 1341","0.13",,"0.0","0.0","68","79","56",,,"  170","  180",,"0.0",,"21.9","25.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-11",,,,,"8.50"," 0040"," 0035","0.02",,"0.0","0.0","71","77","64",,,"  200","  190",,"0.0",,"16.1","21.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2003-06-12",,,,,"9.62"," 0750"," 0749","0.63",,"0.0","0.0","68","73","62",,,"  180","  180",,"0.0",,"21.9","28.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
